name,year,kilometers_Driven,fuel_Type,transmission,owner_Type,mileage,selling_price,price
Mahindra XUV500 W8 2WD,2012,48000,Diesel,Manual,First,15.1 kmpl,6.5,650000
Ford Ecosport 1.5 Ti VCT MT Titanium,2015,28232,Petrol,Manual,Second,15.8 kmpl,7.72,772000
Volkswagen Jetta 2012-2014 2.0L TDI Highline AT,2011,110000,Diesel,Automatic,First,16.96 kmpl,8,800000
Tata New Safari DICOR 2.2 VX 4x4,2009,120000,Diesel,Manual,Second,13.93 kmpl,3,300000
BMW 3 Series 330d Convertible,2013,49000,Diesel,Automatic,First,8.2 kmpl,29,2900000
Volkswagen Polo 1.2 MPI Highline,2014,22000,Petrol,Manual,First,16.47 kmpl,4.11,411000
Hyundai i20 Magna Optional 1.2,2015,14925,Petrol,Manual,First,18.5 kmpl,5.37,537000
Maruti Ertiga ZDI,2013,75000,Diesel,Manual,First,20.77 kmpl,6.55,655000
Honda City i VTEC V,2015,23000,Petrol,Manual,First,17.4 kmpl,7,700000
Honda City 1.5 S MT,2014,57000,Petrol,Manual,First,17.0 kmpl,5.48,548000
Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,2013,76718,Diesel,Automatic,First,16.96 kmpl,6.51,651000
Honda Amaze VX i-DTEC,2016,138000,Diesel,Manual,First,25.8 kmpl,5.15,515000
Mahindra XUV500 W8 2WD,2013,140000,Diesel,Manual,Second,15.1 kmpl,9,900000
Toyota Corolla Altis VL,2008,110000,Petrol,Automatic,Second,14.53 kmpl,2.75,275000
Hyundai Santro Xing XL eRLX Euro III,2005,126000,Petrol,Manual,Second,17.0 kmpl,1.2,120000
BMW 3 Series 320d,2012,73000,Diesel,Automatic,First,22.69 kmpl,12.5,1250000
Ford EcoSport 1.5 Diesel Trend,2017,63423,Diesel,Manual,First,23.0 kmpl,7.69,769000
Hyundai i20 Asta Optional with Sunroof 1.2,2013,62132,Petrol,Manual,First,18.5 kmpl,4.57,457000
Honda City 1.5 S AT,2013,51000,Petrol,Automatic,First,16.8 kmpl,4.5,450000
Maruti Ritz VDI (ABS) BS IV,2015,75000,Diesel,Manual,First,23.2 kmpl,4.9,490000
Hyundai i10 Era 1.1,2008,55410,Petrol,Manual,First,19.81 kmpl,1.65,165000
Chevrolet Sail 1.2 LS,2015,41000,Petrol,Manual,First,18.2 kmpl,3.25,325000
Hyundai Verna 1.6 SX CRDi (O),2012,45000,Diesel,Manual,First,22.32 kmpl,6.25,625000
Hyundai Creta 1.6 SX Option,2018,53322,Petrol,Manual,First,15.8 kmpl,12.13,1213000
Chevrolet Sail 1.2 LS,2013,48000,Petrol,Manual,First,18.2 kmpl,3.25,325000
Audi Q5 2.0 TDI,2013,72000,Diesel,Automatic,First,14.16 kmpl,29,2900000
Honda City 1.5 V MT Exclusive,2013,50266,Petrol,Manual,First,17.0 kmpl,5.53,553000
Ford EcoSport 1.5 Petrol Titanium,2017,21800,Petrol,Manual,First,17.0 kmpl,8.75,875000
Audi Q7 3.0 TDI Quattro Premium Plus,2014,45000,Diesel,Automatic,Second,12.07 kmpl,37.9,3790000
Hyundai i10 Magna 1.2,2010,62000,Petrol,Manual,First,20.36 kmpl,2.4,240000
Hyundai i20 1.2 Asta,2014,41681,Petrol,Manual,First,17.0 kmpl,4.55,455000
Maruti Swift Dzire 1.2 Vxi BSIV,2011,69313,Petrol,Manual,Second,17.5 kmpl,2.65,265000
Tata Indica V2 eLX,2017,49000,Diesel,Manual,Second,25.0 kmpl,1.6,160000
BMW 5 Series 2010-2013 530d,2012,40471,Diesel,Automatic,Second,16.2 kmpl,25.72,2572000
Maruti Swift VDI,2013,60000,Diesel,Manual,First,22.9 kmpl,4.15,415000
Ford Freestyle Titanium Plus Petrol,2018,1001,Petrol,Manual,First,19.0 kmpl,7.23,723000
Hyundai Verna XXi ABS (Petrol),2008,38000,Petrol,Manual,Second,13.9 kmpl,2.6,260000
BMW 3 Series 320d Highline,2008,66000,Diesel,Automatic,Second,16.07 kmpl,7.25,725000
Toyota Innova 2.5 G4 Diesel 8-seater,2017,33901,Diesel,Manual,First,12.8 kmpl,14.29,1429000
Mercedes-Benz New C-Class C 250 CDI Elegance,2011,57000,Diesel,Automatic,Second,14.94 kmpl,17.25,1725000
Hyundai Elantra 1.6 SX,2013,170000,Diesel,Manual,First,22.54 kmpl,7.5,750000
Maruti Ritz ZDi,2014,60000,Diesel,Manual,First,23.2 kmpl,4.35,435000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,85000,Diesel,Manual,First,24.3 kmpl,8.9,890000
Hyundai Xcent 1.2 Kappa S,2016,146000,Petrol,Manual,Second,19.1 kmpl,3.5,350000
Honda City i DTEC V,2014,56002,Diesel,Manual,First,26.0 kmpl,6.1,610000
Renault KWID RXT,2016,8554,Petrol,Manual,First,25.17 kmpl,3.2,320000
Toyota Etios Cross 1.4L VD,2014,62322,Diesel,Manual,First,23.59 kmpl,4.9,490000
Maruti Alto K10 VXI,2015,37929,Petrol,Manual,First,24.07 kmpl,3.69,369000
Tata Tiago 1.2 Revotron XM Option,2016,5400,Petrol,Manual,First,23.84 kmpl,3.98,398000
Hyundai i20 1.4 CRDi Magna,2013,60000,Diesel,Manual,First,21.9 kmpl,2.95,295000
Audi A4 2.0 TDI,2014,55730,Diesel,Automatic,First,16.55 kmpl,15.21,1521000
Maruti Swift VDI,2015,62000,Diesel,Manual,First,28.4 kmpl,6.3,630000
Volkswagen Ameo 1.2 MPI Highline,2017,14576,Petrol,Manual,First,17.0 kmpl,6.69,669000
Honda BRV i-VTEC V CVT,2017,17000,Petrol,Automatic,First,16.0 kmpl,9.5,950000
Hyundai i20 Asta,2009,28000,Petrol,Manual,First,17.0 kmpl,2.65,265000
Hyundai Santa Fe 4X4,2012,58200,Diesel,Manual,First,14.66 kmpl,7.5,750000
Honda City 1.5 GXI,2002,53000,Petrol,Manual,Second,0.0 kmpl,1.85,185000
Maruti Celerio ZXI Optional AMT,2018,12278,Petrol,Automatic,First,23.1 kmpl,5.63,563000
Hyundai Creta 1.6 SX,2018,17665,Petrol,Manual,First,15.8 kmpl,11.78,1178000
Tata Indica V2 DL BSIII,2004,200000,Diesel,Manual,Second,17.88 kmpl,0.85,85000
Volkswagen Vento Petrol Highline,2011,55893,Petrol,Manual,First,15.04 kmpl,3.35,335000
Maruti Celerio VXI,2015,60586,Petrol,Manual,First,23.1 kmpl,4.11,411000
Mercedes-Benz CLA 200 D Sport Edition,2015,13500,Diesel,Automatic,First,17.9 kmpl,25.51,2551000
Maruti Alto 800 LXI,2017,30000,Petrol,Manual,First,22.74 kmpl,3.1,310000
Ford Endeavour 3.2 Titanium AT 4X4,2018,12000,Diesel,Automatic,First,10.91 kmpl,33.5,3350000
Tata Zest Revotron 1.2T XE,2017,65000,Petrol,Manual,First,17.57 kmpl,4.8,480000
Volkswagen Vento 1.6 Comfortline,2014,38000,Petrol,Manual,First,16.09 kmpl,3.49,349000
Maruti Ertiga ZXI,2012,25000,Petrol,Manual,Second,17.5 kmpl,5.15,515000
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,100000,Diesel,Automatic,First,14.0 kmpl,14.41,1441000
Volkswagen Polo 1.2 MPI Highline,2014,13710,Petrol,Manual,First,16.2 kmpl,4.75,475000
Toyota Fortuner 4x2 AT,2015,100000,Diesel,Automatic,First,12.55 kmpl,19,1900000
Maruti Celerio VXI,2017,17000,Petrol,Manual,First,23.1 kmpl,4.9,490000
BMW 3 Series 320d Corporate Edition,2008,89000,Diesel,Automatic,Second,16.07 kmpl,6.3,630000
Honda City ZX VTEC,2006,100173,Petrol,Manual,Second,16.9 kmpl,2.4,240000
Mitsubishi Cedia Sports,2009,97000,Petrol,Manual,First,13.17 kmpl,3,300000
Renault Pulse Petrol RxL,2016,40190,Petrol,Manual,First,18.06 kmpl,4.25,425000
Volkswagen Polo 1.5 TDI Highline,2016,29647,Diesel,Manual,First,20.14 kmpl,6.3,630000
Maruti Baleno RS Petrol,2018,43639,Petrol,Manual,First,21.1 kmpl,8.15,815000
Hyundai i10 Magna,2012,37333,Petrol,Manual,First,20.36 kmpl,3.22,322000
Hyundai i20 1.2 Spotz,2018,48407,Petrol,Manual,First,18.6 kmpl,7.65,765000
BMW Z4 2009-2013 35i,2011,25000,Petrol,Automatic,First,10.37 kmpl,30,3000000
Hyundai i10 Sportz 1.2,2010,72400,Petrol,Manual,Second,20.36 kmpl,2.3,230000
Mini Cooper S Carbon Edition,2012,18000,Petrol,Automatic,First,13.6 kmpl,22,2200000
Honda Brio V MT,2012,65167,Petrol,Manual,First,19.4 kmpl,3.28,328000
Maruti Ciaz ZXi Option,2016,25418,Petrol,Manual,First,20.73 kmpl,7.09,709000
Maruti Swift Dzire ZDi,2013,38995,Diesel,Manual,First,19.3 kmpl,6.46,646000
Volkswagen Polo Diesel Comfortline 1.2L,2012,60000,Diesel,Manual,First,22.07 kmpl,4,400000
BMW X1 sDrive20d,2011,72000,Diesel,Automatic,First,17.05 kmpl,11,1100000
Audi Q7 3.0 TDI Quattro Premium Plus,2016,31075,Diesel,Automatic,Second,12.07 kmpl,49.79,4979000
Ford Figo 1.5D Trend MT,2015,4311,Diesel,Manual,First,25.83 kmpl,4.8,480000
BMW 3 Series Luxury Line,2017,21000,Diesel,Automatic,First,21.76 kmpl,35,3500000
Mercedes-Benz M-Class ML 350 CDI Corporate,2011,54000,Diesel,Automatic,First,14.0 kmpl,21.99,2199000
Maruti Wagon R LX BSIII,2007,50000,Petrol,Manual,Second,17.3 kmpl,1.1,110000
Maruti Baleno Zeta 1.2,2018,13000,Petrol,Manual,First,21.4 kmpl,6.6,660000
Maruti Dzire VXI,2013,74000,Petrol,Manual,First,22.0 kmpl,4.5,450000
Chevrolet Aveo U-VA 1.2 LT,2009,75000,Petrol,Manual,Second,14.7 kmpl,1,100000
Volkswagen Polo 1.5 TDI Highline,2017,25000,Diesel,Manual,First,20.14 kmpl,6.9,690000
Land Rover Freelander 2 TD4 SE,2012,139000,Diesel,Automatic,First,0.0 kmpl,16.75,1675000
Audi Q5 30 TDI quattro Premium,2015,52000,Diesel,Automatic,First,14.16 kmpl,25.49,2549000
Audi A6 35 TDI Matrix,2015,20000,Diesel,Automatic,First,18.53 kmpl,35.5,3550000
Hyundai Grand i10 1.2 CRDi Sportz,2018,32663,Diesel,Manual,First,24.0 kmpl,6.28,628000
Mahindra Scorpio SLE BSIV,2012,76777,Diesel,Manual,Second,12.05 kmpl,4.88,488000
Tata Bolt Quadrajet XE,2016,100303,Diesel,Manual,First,22.95 kmpl,3.7,370000
Hyundai EON Era Plus,2015,43993,Petrol,Manual,First,21.1 kmpl,3.45,345000
Mahindra Scorpio S8 8 Seater,2016,72118,Diesel,Manual,First,15.4 kmpl,10.23,1023000
Honda Accord 2001-2003 2.0 AT,2010,83000,Petrol,Automatic,Second,11.1 kmpl,6.5,650000
Volkswagen Polo 1.2 MPI Highline,2016,7523,Petrol,Manual,First,16.2 kmpl,6.15,615000
Maruti Eeco 7 Seater Standard,2014,34670,Petrol,Manual,First,15.1 kmpl,2.9,290000
Hyundai Grand i10 CRDi Sportz,2016,30000,Diesel,Manual,First,24.0 kmpl,5.5,550000
Ford Endeavour 3.2 Titanium AT 4X4,2017,17000,Diesel,Automatic,First,10.91 kmpl,31,3100000
Hyundai Grand i10 1.2 CRDi Sportz,2015,59261,Diesel,Manual,First,24.0 kmpl,4.25,425000
Maruti Swift VDI,2016,65210,Diesel,Manual,First,22.9 kmpl,5.48,548000
Hyundai i20 1.2 Asta Option,2016,19000,Petrol,Manual,First,18.6 kmpl,7.25,725000
Maruti Swift Dzire VXi,2012,50000,Petrol,Manual,First,17.5 kmpl,3,300000
BMW 3 Series 320d Luxury Line,2015,47000,Diesel,Automatic,First,22.69 kmpl,29.5,2950000
Honda City ZX GXi,2007,75000,Petrol,Manual,Second,17.7 kmpl,1.49,149000
Hyundai i10 Sportz 1.2 AT,2013,54534,Petrol,Automatic,First,16.95 kmpl,3.65,365000
Ford Ecosport Signature Edition Diesel,2018,13000,Diesel,Manual,First,23.0 kmpl,10.9,1090000
Maruti Celerio ZXI MT,2015,48808,Petrol,Manual,First,23.1 kmpl,4.3,430000
Maruti Ertiga VDI,2012,63001,Diesel,Manual,Second,20.77 kmpl,6.11,611000
Toyota Innova 2.5 V Diesel 8-seater,2015,64771,Diesel,Manual,First,12.8 kmpl,15.5,1550000
Honda City i VTEC SV,2016,34634,Petrol,Manual,First,17.8 kmpl,6.9,690000
Maruti Swift Dzire VXI,2012,69242,Petrol,Manual,First,19.1 kmpl,4.69,469000
Maruti Ritz LXi,2011,33292,Petrol,Manual,First,18.5 kmpl,3.19,319000
Hyundai i20 Sportz AT 1.4,2012,55000,Petrol,Automatic,Second,15.0 kmpl,3.75,375000
Hyundai i20 Active SX Dual Tone Petrol,2019,1000,Petrol,Manual,First,17.19 kmpl,8.6,860000
Honda City 1.5 E MT,2011,80000,Petrol,Manual,Second,17.0 kmpl,3.85,385000
Porsche Cayenne S Diesel,2016,65003,Diesel,Automatic,First,13.6 kmpl,67.83,6783000
Honda Amaze VX i-VTEC,2019,16573,Petrol,Manual,First,17.8 kmpl,9.31,931000
Honda Civic 2006-2010 1.8 S AT,2008,152633,Petrol,Automatic,First,12.9 kmpl,3,300000
Hyundai i20 Magna 1.2,2015,53000,Petrol,Manual,First,18.6 kmpl,5.5,550000
Hyundai Creta 1.6 CRDi SX,2017,50129,Diesel,Manual,First,19.67 kmpl,13.3,1330000
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,2013,63716,Diesel,Automatic,First,15.73 kmpl,23,2300000
Maruti Alto 800 2016-2019 LXI,2018,11000,Petrol,Manual,First,24.7 kmpl,3.35,335000
BMW X1 sDrive 20d Exclusive,2012,115000,Diesel,Automatic,Third,15.06 kmpl,10,1000000
Hyundai i10 Magna,2013,63265,Petrol,Manual,First,20.36 kmpl,2.95,295000
Volkswagen Ameo 1.5 TDI Highline,2016,20000,Diesel,Manual,First,21.66 kmpl,6.75,675000
Volkswagen Polo Petrol Highline 1.2L,2010,79000,Petrol,Manual,Third,16.47 kmpl,2.44,244000
Maruti Ciaz VXi Plus,2015,41000,Petrol,Manual,First,20.73 kmpl,5.85,585000
Volkswagen Polo GT TSI,2015,26323,Petrol,Automatic,First,17.21 kmpl,7.4,740000
Hyundai Xcent 1.1 CRDi Base,2016,76000,Diesel,Manual,First,24.4 kmpl,3.8,380000
Honda Civic 2006-2010 1.8 S MT,2008,69972,Petrol,Manual,First,13.5 kmpl,3.8,380000
Honda City ZX GXi,2008,69000,Petrol,Manual,First,17.7 kmpl,2.7,270000
Mahindra Bolero ZLX,2016,65000,Diesel,Manual,First,15.96 kmpl,7.21,721000
Honda City i VTEC V,2016,29512,Petrol,Manual,First,17.4 kmpl,7.9,790000
Hyundai Xcent 1.2 CRDi S,2017,51000,Diesel,Manual,First,25.4 kmpl,4.2,420000
Renault Duster 110PS Diesel RxL,2014,58003,Diesel,Manual,First,19.01 kmpl,5.75,575000
Maruti A-Star AT VXI,2013,56500,Petrol,Automatic,First,16.98 kmpl,3.45,345000
Audi A4 2.0 TDI 177 Bhp Premium Plus,2014,29063,Diesel,Automatic,First,17.11 kmpl,25.75,2575000
Mahindra XUV500 W8 2WD,2018,46811,Diesel,Manual,First,16.0 kmpl,16.59,1659000
Renault Pulse Petrol RxZ,2014,31897,Petrol,Manual,First,18.06 kmpl,4.69,469000
BMW 3 Series 320d,2009,52100,Diesel,Automatic,Second,13.2 kmpl,7.5,750000
Toyota Innova Crysta 2.4 GX MT,2016,73000,Diesel,Manual,First,13.68 kmpl,16.5,1650000
Honda City 1.5 S MT,2009,31423,Petrol,Manual,First,17.0 kmpl,1.99,199000
Maruti Swift VDI,2014,75180,Diesel,Manual,First,22.9 kmpl,5.25,525000
Renault Duster 110PS Diesel RxZ Plus,2013,75000,Diesel,Manual,Second,19.64 kmpl,5.4,540000
Volkswagen Polo 1.2 MPI Comfortline,2014,15000,Petrol,Manual,First,16.47 kmpl,3.9,390000
Hyundai i20 Active 1.2 S,2015,12000,Petrol,Manual,First,17.19 kmpl,5.8,580000
BMW 5 Series 2013-2017 520d Luxury Line,2014,32000,Diesel,Automatic,First,18.12 kmpl,30.5,3050000
Maruti Swift Dzire LDI,2017,44504,Diesel,Manual,First,23.4 kmpl,5.6,560000
Mercedes-Benz M-Class ML 350 4Matic,2012,66000,Diesel,Automatic,First,0.0 kmpl,23,2300000
Maruti Swift LDI,2015,39437,Diesel,Manual,First,28.4 kmpl,5.15,515000
Hyundai Verna 1.6 CRDI AT SX Option,2017,36931,Diesel,Automatic,First,19.08 kmpl,9.48,948000
Tata Nano XTA,2016,17800,Petrol,Automatic,Second,21.9 kmpl,2.38,238000
Maruti Swift Dzire LXi,2009,71346,Petrol,Manual,First,17.5 kmpl,3.8,380000
Hyundai i20 Asta Option 1.2,2015,45000,Petrol,Manual,Second,18.6 kmpl,5.5,550000
Hyundai i20 1.2 Sportz,2010,85155,Petrol,Manual,First,17.0 kmpl,3.55,355000
Maruti Ciaz ZXi,2015,48823,Petrol,Manual,First,20.73 kmpl,6.35,635000
Land Rover Range Rover 2.2L Prestige,2015,37000,Diesel,Automatic,First,12.7 kmpl,36,3600000
Tata Indigo LX BSII,2005,92000,Diesel,Manual,Second,16.1 kmpl,1.1,110000
Tata Zest Revotron 1.2T XM,2014,36000,Petrol,Manual,First,17.57 kmpl,3.7,370000
Mahindra XUV500 W10 1.99 mHawk,2016,24569,Diesel,Manual,First,16.0 kmpl,13.5,1350000
Honda Accord 2.4 AT,2008,95000,Petrol,Automatic,Third,11.7 kmpl,2.85,285000
Tata Nano Twist XT,2015,25811,Petrol,Manual,Second,25.4 kmpl,2.13,213000
Hyundai Elantra CRDi S,2015,65000,Diesel,Manual,First,22.7 kmpl,7.75,775000
Tata Indica V2 eLS,2017,100400,Diesel,Manual,First,25.0 kmpl,2.85,285000
Honda Amaze S i-Dtech,2014,76414,Diesel,Manual,First,25.8 kmpl,4.95,495000
Mahindra XUV500 W8 2WD,2012,82103,Diesel,Manual,First,15.1 kmpl,6.2,620000
BMW X3 xDrive 20d Expedition,2013,98000,Diesel,Automatic,First,18.56 kmpl,17.5,1750000
Hyundai Grand i10 1.2 Kappa Magna,2010,45252,Petrol,Manual,First,18.9 kmpl,2.25,225000
Maruti Baleno Zeta 1.2,2017,10300,Petrol,Manual,First,21.4 kmpl,6.75,675000
Hyundai Verna 1.6 CRDi AT SX,2016,42024,Diesel,Automatic,First,19.08 kmpl,9.73,973000
Maruti Ertiga VDI,2018,51236,Diesel,Manual,First,25.47 kmpl,8.49,849000
Mini Cooper S Carbon Edition,2013,52000,Petrol,Automatic,First,13.6 kmpl,25,2500000
Maruti Ritz ZDi,2015,42894,Diesel,Manual,First,23.2 kmpl,5.59,559000
Skoda Laura L n K 1.9 PD AT,2011,68000,Diesel,Automatic,First,15.6 kmpl,4.8,480000
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,69000,Diesel,Manual,First,22.7 kmpl,5.45,545000
Hyundai i20 2015-2017 Sportz 1.2,2017,10000,Petrol,Manual,First,18.6 kmpl,6.5,650000
Honda Brio E MT,2015,16000,Petrol,Manual,First,19.4 kmpl,4.35,435000
Honda Amaze S i-Dtech,2013,46992,Diesel,Manual,First,25.8 kmpl,3.75,375000
BMW 5 Series 2003-2012 520d,2010,170000,Diesel,Automatic,Third,18.48 kmpl,12,1200000
Audi Q7 3.0 TDI Quattro Premium Plus,2014,58000,Diesel,Automatic,First,12.07 kmpl,32,3200000
Hyundai Grand i10 CRDi Magna,2015,50000,Diesel,Manual,Second,24.0 kmpl,4,400000
Nissan Micra Diesel XV,2011,39010,Diesel,Manual,First,23.08 kmpl,2.6,260000
Hyundai Grand i10 Sportz,2016,26946,Petrol,Manual,First,18.9 kmpl,4.45,445000
Hyundai EON Era,2015,28700,Petrol,Manual,First,21.1 kmpl,2.6,260000
Mercedes-Benz New C-Class C250 Avantgarde,2011,60000,Petrol,Automatic,First,11.74 kmpl,16,1600000
Land Rover Range Rover 2.2L Pure,2014,38999,Diesel,Automatic,First,12.7 kmpl,32.5,3250000
Mahindra Ssangyong Rexton RX7,2016,39000,Diesel,Automatic,First,11.18 kmpl,13.85,1385000
Maruti Ciaz 1.4 Delta,2018,7784,Petrol,Manual,First,20.73 kmpl,8.76,876000
Mercedes-Benz R-Class R350 4Matic Long,2014,45710,Petrol,Automatic,First,11.8 kmpl,23.68,2368000
Maruti Dzire AMT VXI,2017,42000,Petrol,Automatic,First,22.0 kmpl,5.5,550000
Land Rover Range Rover Vogue SE 4.4 SDV8,2013,75995,Diesel,Automatic,Second,11.49 kmpl,65.81,6581000
Renault Duster 110PS Diesel RxZ,2013,57000,Diesel,Manual,First,19.01 kmpl,4.99,499000
Hyundai Verna 1.6 SX,2013,85350,Diesel,Manual,Second,22.32 kmpl,5.7,570000
Toyota Corolla Altis 1.8 VL CVT,2016,82725,Petrol,Automatic,First,14.28 kmpl,11.99,1199000
BMW 3 Series Sport,2016,19000,Diesel,Automatic,Second,21.76 kmpl,29.99,2999000
Ford EcoSport 1.5 Ti VCT MT Signature,2018,13900,Petrol,Manual,First,18.88 kmpl,9.5,950000
Maruti Swift VDI BSIV,2014,108000,Diesel,Manual,First,25.2 kmpl,5.5,550000
Hyundai Santa Fe 4x4 AT,2016,36000,Diesel,Automatic,First,11.72 kmpl,23,2300000
Tata Indica V2 DLS,2013,62188,Diesel,Manual,First,17.2 kmpl,2.95,295000
Hyundai Grand i10 CRDi Sportz,2015,58397,Diesel,Manual,First,24.0 kmpl,4.9,490000
Hyundai Santro Xing XL,2006,85000,Petrol,Manual,Third,0.0 kmpl,1.3,130000
Maruti Wagon R VXI AMT,2016,30000,Petrol,Automatic,First,22.5 kmpl,4.25,425000
Mahindra XUV500 W10 2WD,2018,29907,Diesel,Manual,First,16.0 kmpl,16.36,1636000
Audi A4 2.0 TDI,2009,46000,Diesel,Automatic,First,16.55 kmpl,9.95,995000
Volkswagen Vento Diesel Highline,2012,65000,Diesel,Manual,First,20.54 kmpl,5.5,550000
Maruti Vitara Brezza ZDi Plus Dual Tone,2016,22000,Diesel,Manual,First,24.3 kmpl,8.25,825000
Maruti Zen LX,2002,99024,Petrol,Manual,First,17.3 kmpl,0.95,95000
Hyundai i10 Era,2016,34952,Petrol,Manual,First,19.81 kmpl,4.01,401000
Honda WR-V Edge Edition i-VTEC S,2019,13913,Petrol,Manual,First,17.5 kmpl,8.2,820000
Honda City i DTEC VX,2014,71000,Diesel,Manual,Second,25.1 kmpl,6.2,620000
Toyota Fortuner 4x2 4 Speed AT,2012,97000,Diesel,Automatic,First,11.5 kmpl,16.75,1675000
Mahindra XUV500 AT W10 FWD,2017,21000,Diesel,Automatic,First,16.0 kmpl,16.5,1650000
Ford Endeavour XLT TDCi 4X4,2007,116000,Diesel,Manual,Third,10.9 kmpl,3.75,375000
Ford Figo Diesel ZXI,2012,110438,Diesel,Manual,First,20.0 kmpl,3.5,350000
Honda Jazz 1.2 V CVT i VTEC,2017,66507,Petrol,Automatic,Second,19.0 kmpl,5.43,543000
Ford Endeavour 3.2 Titanium AT 4X4,2017,54650,Diesel,Automatic,First,10.91 kmpl,30.35,3035000
Nissan Sunny XL CVT,2014,32000,Petrol,Automatic,First,17.97 kmpl,7.99,799000
Skoda Octavia Ambiente 1.9 TDI MT,2011,75378,Diesel,Manual,First,18.7 kmpl,3.59,359000
Chevrolet Beat Diesel LT,2012,82697,Diesel,Manual,First,25.44 kmpl,1.9,190000
Toyota Camry W2 (AT),2009,135000,Petrol,Automatic,First,12.1 kmpl,4.7,470000
Renault Duster 110PS Diesel RxZ,2012,149000,Diesel,Manual,First,19.01 kmpl,7.25,725000
Mercedes-Benz GLA Class 200 d Style,2016,26212,Diesel,Automatic,First,17.9 kmpl,24.46,2446000
Tata Zest Revotron 1.2T XMS,2014,23500,Petrol,Manual,Second,17.57 kmpl,3.9,390000
Hyundai i20 1.2 Magna,2013,56127,Petrol,Manual,First,18.5 kmpl,5.15,515000
Maruti Wagon R VXI AMT1.2,2015,26000,Petrol,Automatic,First,21.5 kmpl,3.65,365000
Hyundai Xcent 1.2 CRDi S,2016,26000,Diesel,Manual,First,25.4 kmpl,5,500000
Honda City 1.5 S MT,2009,42000,Petrol,Manual,First,17.0 kmpl,2.3,230000
Hyundai Accent GLE,2001,130000,Petrol,Manual,Second,13.2 kmpl,0.75,75000
Hyundai Verna Xi (Petrol),2009,137148,Petrol,Manual,Second,13.9 kmpl,1.85,185000
Ford Figo Petrol ZXI,2010,114703,Petrol,Manual,First,15.6 kmpl,1.8,180000
Honda Amaze S i-Dtech,2014,97439,Diesel,Manual,First,25.8 kmpl,4.41,441000
Maruti Wagon R LX BSII,2006,40000,Petrol,Manual,First,18.9 kmpl,2,200000
Maruti Swift VDI BSIV,2014,81609,Diesel,Manual,First,17.8 kmpl,5.55,555000
Mercedes-Benz E-Class Facelift,2014,28000,Diesel,Automatic,First,13.0 kmpl,31.75,3175000
Audi A6 2011-2015 35 TDI Technology,2015,37500,Diesel,Automatic,First,17.68 kmpl,32,3200000
Mercedes-Benz S Class 2005 2013 S 350 CDI,2010,37000,Diesel,Automatic,First,13.5 kmpl,21,2100000
Maruti Swift Dzire LDi,2010,83000,Diesel,Manual,First,19.3 kmpl,2.75,275000
Toyota Corolla H2,2005,79012,Petrol,Manual,First,13.4 kmpl,2.64,264000
Mahindra Scorpio S10 7 Seater,2018,27395,Diesel,Manual,First,15.4 kmpl,14.19,1419000
Maruti Wagon R VXI,2017,35362,Petrol,Manual,First,22.5 kmpl,3.85,385000
Toyota Fortuner 4x2 Manual,2014,117000,Diesel,Manual,First,13.0 kmpl,15.5,1550000
Maruti Zen Estilo 1.1 LX BSIII,2010,23000,Petrol,Manual,First,18.2 kmpl,1.9,190000
Tata Nano CX,2014,59508,Petrol,Manual,First,25.4 kmpl,1.26,126000
Hyundai i20 Magna,2009,69000,Petrol,Manual,Second,18.5 kmpl,2.4,240000
BMW 3 Series 320d,2010,58000,Diesel,Automatic,First,22.69 kmpl,11.5,1150000
Mahindra XUV500 W6 2WD,2014,88511,Diesel,Manual,First,16.0 kmpl,8.25,825000
Volkswagen Vento IPL II Petrol Trendline,2011,66000,Petrol,Manual,First,15.8 kmpl,2.75,275000
Skoda Fabia 1.2 MPI Classic,2009,65000,Petrol,Manual,Second,17.5 kmpl,1.4,140000
Tata Nano Twist XT,2015,30676,Petrol,Manual,First,25.4 kmpl,2.9,290000
Ford Figo Diesel EXI,2011,76000,Diesel,Manual,First,20.0 kmpl,2.4,240000
Volkswagen Vento IPL II Petrol Highline AT,2013,23627,Petrol,Automatic,First,14.8 kmpl,4.75,475000
Land Rover Range Rover HSE Dynamic,2018,52827,Diesel,Automatic,First,12.7 kmpl,44.76,4476000
Honda City i DTEC SV,2015,64465,Diesel,Manual,First,26.0 kmpl,6.22,622000
Renault KWID Climber 1.0 AMT,2018,14000,Petrol,Automatic,First,22.5 kmpl,4.5,450000
Hyundai Grand i10 Asta Option,2015,26000,Petrol,Manual,First,18.9 kmpl,4.25,425000
Chevrolet Cruze LTZ AT,2011,78203,Diesel,Automatic,First,18.1 kmpl,5.5,550000
Hyundai i20 1.4 Asta,2017,27000,Diesel,Manual,First,22.54 kmpl,6.95,695000
Maruti Alto K10 VXI AGS,2018,31919,Petrol,Automatic,First,24.07 kmpl,4.56,456000
Hyundai Creta 1.6 SX Option Diesel,2016,47392,Diesel,Manual,First,20.5 kmpl,13.82,1382000
Honda Amaze VX i-Vtech,2016,17362,Petrol,Manual,First,18.0 kmpl,5.65,565000
Hyundai i20 Active 1.4 SX Dual Tone,2016,49716,Diesel,Manual,First,21.19 kmpl,6.2,620000
